AgentID,Tgt_3YN,Age_Grp,Gender,Apply_CH,re_hire_freq_grp,Q2,Q7,Q8,Q18,Q22,Q38,rank_INDEX14,rank_INDEX18,rank_INDEX23,rank_INDEX27,rank_INDEX28,rank_INDEX29,rank_INDEX32,rank_INDEX44,rank_INDEX93,rank_AVG_AMT_6M
278,0,20G,1,Vender,0,3,1,6,1,6,1,0,3,3,0,2,0,3,3,3,4
279,1,30G,1,MGM,0,4,2,7,2,2,1,3,0,0,0,1,0,0,0,1,8
280,0,30G,2,MGM,0,1,1,7,2,4,1,3,3,1,0,0,0,1,1,2,2
281,0,5060G,2,MGM,0,1,2,5,2,6,1,0,2,3,3,3,1,0,1,2,1
282,1,40G,2,MGM,0,3,2,7,1,6,1,2,1,1,1,1,0,2,2,1,9
283,1,40G,2,MGM,0,3,2,7,1,6,1,2,1,1,1,1,0,2,2,1,9
284,0,30G,1,MGM,0,1,2,5,1,2,1,3,0,1,0,1,0,0,1,1,4
285,0,40G,2,MGM,0,3,3,7,2,1,1,3,0,0,0,1,2,0,0,0,2
286,0,30G,1,MGM,0,3,1,7,1,5,1,3,0,0,0,0,0,0,0,0,2
287,1,40G,2,MGM,0,3,1,7,4,1,1,3,2,1,2,1,2,1,1,3,9
288,0,40G,1,MGM,0,3,2,6,1,1,1,3,0,0,0,0,0,0,0,0,7
289,0,5060G,2,MGM,0,4,2,7,2,3,1,2,0,0,2,0,3,0,0,1,4
290,0,5060G,2,MGM,0,3,2,4,1,1,2,1,3,1,2,2,3,3,2,1,5
291,0,30G,2,MGM,0,2,1,2,3,1,2,1,3,3,0,0,0,1,1,3,4
292,1,40G,2,MGM,0,1,2,7,2,5,2,2,1,1,1,0,0,0,0,1,9
293,0,40G,2,MGM,0,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,7
294,0,5060G,2,MGM,0,1,2,7,4,6,1,0,2,3,3,3,3,2,2,2,9
295,0,30G,1,MGM,0,3,2,5,1,1,2,3,0,0,0,0,0,0,0,0,3
296,0,20G,1,MGM,0,3,2,5,1,6,1,0,3,3,0,1,0,1,1,3,0
297,0,40G,2,MGM,0,3,4,6,1,6,1,2,0,0,0,0,1,0,0,0,6
298,0,5060G,2,MGM,0,1,2,3,1,1,2,1,1,2,1,0,2,0,1,2,7
299,0,40G,2,MGM,0,3,3,3,1,6,2,3,2,0,0,1,1,3,3,2,8
300,0,5060G,2,MGM,0,4,2,3,4,5,2,2,0,0,0,0,2,0,0,0,8
301,0,5060G,2,MGM,0,4,3,5,1,6,1,1,2,2,2,2,3,2,2,2,4
302,0,5060G,2,MGM,0,1,3,3,2,3,2,0,3,3,2,2,1,3,3,2,7
303,0,5060G,2,MGM,0,4,3,3,1,6,1,0,3,3,3,3,3,3,3,3,7
304,0,5060G,2,MGM,0,1,2,6,4,1,2,1,1,2,2,1,2,1,1,2,8
305,0,40G,2,MGM,0,4,2,5,2,3,1,2,0,0,0,0,0,1,1,0,9
306,1,5060G,2,MGM,0,3,3,7,1,6,1,1,0,1,0,0,0,0,0,0,9
307,0,40G,2,MGM,0,3,1,7,2,6,1,2,0,0,0,0,0,0,0,0,5
308,0,5060G,2,MGM,0,4,2,6,1,6,1,0,3,3,3,3,3,3,3,3,9
309,0,40G,2,MGM,0,1,2,7,2,1,1,1,2,2,2,3,2,3,3,3,6
310,0,30G,2,MGM,0,3,2,5,4,6,1,2,3,1,0,1,1,1,1,2,5
311,1,40G,2,MGM,0,1,1,6,1,2,1,3,0,0,0,0,1,0,0,0,7
312,1,40G,2,MGM,0,3,2,6,2,6,2,2,0,0,0,1,1,0,0,0,9
313,0,40G,1,MGM,0,3,2,6,2,5,2,3,0,0,0,0,0,0,0,0,6
314,0,5060G,2,MGM,0,2,2,7,3,1,1,1,3,2,2,2,2,2,2,1,2
315,0,5060G,2,MGM,0,3,1,7,2,5,1,1,1,2,2,0,2,1,1,2,5
316,0,40G,2,MGM,0,3,1,6,2,1,2,2,0,0,0,0,0,0,0,0,8
317,1,30G,2,MGM,0,3,1,7,1,6,1,3,1,0,0,0,0,0,1,1,9
318,0,30G,1,MGM,0,3,2,7,2,5,1,3,1,1,0,0,0,0,1,3,6
319,0,5060G,2,MGM,0,4,3,7,2,1,1,0,2,3,2,1,2,3,3,3,7
320,0,5060G,2,MGM,0,2,2,5,1,1,1,1,1,2,1,0,2,0,0,1,7
321,0,40G,2,MGM,0,2,2,5,2,1,1,1,3,3,2,3,0,3,3,3,9
322,0,5060G,1,MGM,0,4,2,7,1,6,1,0,0,3,3,3,0,0,0,1,6
323,0,40G,2,MGM,0,3,3,7,2,5,1,2,3,1,2,1,3,3,3,1,8
324,1,5060G,2,MGM,0,3,3,7,2,5,2,1,1,2,2,2,1,1,1,3,9
325,1,5060G,2,MGM,0,3,2,4,2,1,1,0,3,3,3,3,1,2,2,3,9
326,0,40G,2,MGM,0,4,3,6,1,6,1,2,0,0,1,1,1,0,0,1,3
327,0,30G,2,MGM,0,3,2,5,3,1,1,1,2,2,0,0,0,1,1,2,3
328,0,40G,1,MGM,0,1,1,7,1,1,2,3,0,1,2,2,0,0,0,1,4
329,0,5060G,2,MGM,0,4,2,4,1,1,2,2,0,0,1,0,2,0,0,0,6
330,1,40G,2,MGM,0,1,2,6,1,1,2,2,1,1,1,2,1,0,0,1,9
331,0,40G,2,MGM,0,3,1,7,1,3,1,2,0,1,0,0,1,0,0,0,4
332,0,30G,1,MGM,0,3,2,7,2,1,1,3,0,0,0,0,0,0,0,0,6
333,0,40G,2,Vender,0,1,4,4,3,5,2,2,1,1,3,3,1,0,0,2,2
334,0,30G,2,MGM,0,3,2,4,4,5,2,3,2,1,0,0,0,1,1,1,1
335,0,40G,2,MGM,0,3,3,5,2,5,1,2,1,0,1,1,2,1,1,1,8
336,1,40G,2,MGM,0,1,2,6,2,6,1,2,2,1,2,0,2,1,1,1,8
337,0,40G,2,MGM,0,3,2,5,1,6,1,2,0,0,1,1,1,0,0,0,6
338,0,40G,1,MGM,0,1,2,5,1,5,1,3,0,0,0,0,0,0,0,0,2
339,0,5060G,2,MGM,0,4,2,7,2,1,1,1,0,0,0,0,2,0,0,0,8
340,0,40G,2,MGM,0,3,2,7,2,1,2,1,2,1,2,2,2,3,2,2,7
341,0,5060G,2,Vender,0,3,2,5,2,1,1,1,2,2,2,3,3,1,2,1,5
342,0,5060G,2,MGM,0,1,2,5,1,6,1,0,3,3,2,3,3,3,3,2,7
343,1,40G,2,MGM,0,1,1,7,1,6,1,2,2,2,2,1,2,1,1,2,8
344,0,40G,2,MGM,0,3,2,6,3,1,1,3,0,0,0,0,0,0,0,0,7
345,0,30G,2,MGM,0,3,2,7,3,1,1,2,3,2,0,0,0,3,3,2,2
346,0,40G,2,MGM,0,4,1,6,2,2,1,2,2,2,0,1,0,3,3,2,4
347,0,40G,2,MGM,0,4,2,6,2,1,1,2,1,0,0,1,2,2,2,1,7
348,0,5060G,2,MGM,0,3,1,6,2,1,1,1,2,3,2,2,3,1,1,3,8
349,0,5060G,2,MGM,0,4,2,4,2,1,1,2,0,0,0,0,2,0,0,0,5
350,1,5060G,2,MGM,0,3,3,4,1,1,2,,,,,,,,,,5
351,1,40G,2,MGM,0,1,2,7,1,6,2,2,0,0,1,2,1,0,0,0,7
352,0,40G,2,MGM,0,3,3,6,1,2,2,3,0,0,0,0,0,0,0,0,1
353,0,40G,2,MGM,0,1,1,7,4,1,1,2,1,1,0,1,1,2,2,2,7
354,0,40G,2,MGM,0,3,2,6,4,6,1,2,0,0,0,0,0,0,1,0,4
355,0,30G,2,MGM,0,2,2,3,1,5,1,3,0,0,0,0,0,0,0,0,0
356,0,5060G,2,MGM,0,3,2,7,2,5,1,0,3,3,3,3,3,2,2,3,9
357,0,5060G,2,MGM,0,1,1,7,2,1,1,2,1,1,1,1,2,0,1,0,7
358,1,5060G,2,MGM,0,4,2,7,2,6,2,1,3,2,2,1,3,3,3,3,9
359,1,20G,2,MGM,0,2,3,5,2,5,1,0,3,3,0,2,0,3,3,3,4
360,0,5060G,2,MGM,0,2,3,7,4,3,1,1,3,1,2,2,3,3,2,1,8
361,0,40G,2,MGM,0,3,3,6,1,6,1,2,1,1,2,3,1,1,1,1,7
362,0,5060G,2,MGM,0,1,2,5,1,6,1,1,1,1,2,0,3,2,2,1,8
363,0,5060G,2,MGM,0,2,3,6,1,6,1,1,0,1,2,1,2,0,0,1,8
364,0,5060G,2,MGM,0,2,3,5,1,6,2,1,3,3,2,1,3,2,2,2,9
365,1,5060G,2,MGM,0,4,1,6,2,1,2,1,0,0,0,1,2,1,1,1,9
366,1,5060G,2,MGM,0,3,2,6,1,1,2,1,1,2,2,0,3,2,2,0,9
367,0,40G,2,MGM,0,3,1,6,4,3,1,3,0,0,0,0,0,0,0,0,8
368,1,40G,2,MGM,0,1,2,6,1,1,2,2,1,0,0,1,2,1,1,2,9
369,0,40G,2,MGM,0,2,2,7,2,1,2,2,2,1,2,2,2,2,2,1,7
370,0,5060G,2,MGM,0,1,2,3,1,6,1,1,2,3,3,3,3,3,3,2,7
371,1,40G,2,Vender,0,2,2,3,1,4,1,2,1,0,1,1,2,1,2,0,8
372,0,5060G,2,MGM,0,4,2,3,1,6,1,0,3,3,3,3,3,3,3,3,6
373,0,40G,2,MGM,0,1,1,4,1,1,2,2,2,1,2,2,2,2,2,3,3
374,0,30G,1,MGM,0,3,2,5,2,3,1,3,0,0,0,0,0,0,0,0,2
375,0,5060G,2,MGM,0,4,3,5,2,1,2,,,,,,,,,,2
376,0,5060G,2,MGM,0,3,1,7,3,1,1,1,1,2,2,2,2,2,2,2,4
377,1,40G,2,MGM,0,1,2,5,2,5,1,3,0,0,0,0,1,0,0,0,9
378,1,30G,2,MGM,0,2,2,4,1,5,1,3,1,0,0,0,0,0,0,0,8
379,0,5060G,2,MGM,4~,4,1,4,2,5,2,1,2,2,3,3,2,2,2,2,8
380,0,40G,2,MGM,3,2,1,4,3,5,1,3,0,1,1,3,2,1,1,3,3
381,0,5060G,2,MGM,1,3,2,4,1,1,2,1,1,2,2,2,3,2,2,2,1
382,0,5060G,2,MGM,2,4,1,4,3,3,2,1,1,2,2,2,2,1,2,2,2
383,0,40G,2,MGM,1,3,3,5,2,6,2,2,1,1,2,3,2,1,2,2,4
384,1,5060G,2,MGM,4~,3,2,5,2,1,2,2,1,1,1,3,3,0,0,1,9
385,0,40G,2,MGM,2,2,2,5,2,1,1,1,2,2,2,2,1,3,3,2,7
386,1,5060G,2,MGM,2,4,2,5,1,1,1,1,3,3,3,3,3,3,3,3,7
387,0,5060G,2,MGM,2,3,1,6,1,1,1,1,3,2,3,2,3,1,1,3,5
388,0,40G,2,MGM,2,1,1,3,2,1,2,2,1,1,1,1,0,0,0,1,9
389,0,40G,2,MGM,3,1,1,7,2,6,1,2,0,0,0,0,0,0,0,0,9
390,1,40G,2,MGM,1,3,2,4,1,1,2,2,1,0,1,1,2,2,2,0,4
391,0,40G,1,MGM,0,1,2,5,2,4,1,2,0,3,3,3,0,0,1,3,3
392,0,5060G,2,MGM,2,4,1,4,2,6,2,2,0,0,0,0,2,1,1,1,6
393,1,5060G,2,MGM,1,4,2,3,3,6,1,1,1,2,3,3,3,3,3,2,9
394,0,5060G,2,MGM,2,4,2,6,1,1,1,0,3,3,3,2,3,2,2,3,1
395,0,5060G,2,MGM,4~,3,2,3,2,4,1,2,3,2,2,3,3,3,3,1,6
396,0,40G,2,MGM,1,3,1,7,1,1,1,2,1,2,3,3,1,2,2,1,9
397,0,5060G,2,MGM,3,4,1,4,4,3,1,0,3,3,2,2,3,3,2,3,6
398,0,5060G,2,MGM,3,1,2,3,1,4,1,1,2,2,3,3,3,2,2,2,5
399,0,5060G,2,MGM,1,3,2,3,2,1,1,1,1,2,1,0,2,2,2,1,6
400,0,5060G,2,MGM,3,4,2,4,2,1,2,0,3,3,2,0,1,3,3,3,7
401,1,30G,2,MGM,3,1,2,4,2,5,1,3,2,1,0,1,0,1,1,1,4
402,0,5060G,2,MGM,1,1,2,5,2,6,1,1,3,3,2,3,3,3,3,2,7
403,0,40G,2,MGM,1,3,2,5,1,6,1,2,1,0,2,2,3,1,1,1,3
404,0,40G,1,MGM,4~,3,3,3,2,4,1,3,0,0,0,0,0,0,0,0,5
405,1,40G,2,MGM,2,2,2,7,2,1,1,2,0,0,1,0,2,1,1,0,1
406,1,5060G,2,MGM,1,3,1,4,2,1,1,0,3,3,3,3,3,3,3,3,9
407,0,5060G,2,MGM,1,1,1,3,2,1,1,2,3,3,2,3,2,3,3,3,8
408,0,5060G,2,MGM,1,2,1,3,2,3,1,2,1,1,1,1,2,1,1,2,2
409,0,40G,2,Vender,1,1,2,3,2,5,2,2,2,1,1,1,2,2,2,1,1
410,0,5060G,2,MGM,2,3,2,2,1,6,2,1,1,1,2,1,3,0,1,3,8
411,0,40G,2,MGM,4~,1,3,3,1,6,1,1,1,1,2,2,2,1,2,1,5
412,0,5060G,2,MGM,2,1,1,5,1,1,1,2,2,2,1,0,3,0,1,2,6
413,0,40G,2,MGM,2,3,2,7,1,6,1,2,1,1,1,1,2,1,1,1,6
414,0,40G,2,MGM,2,3,3,4,2,1,2,3,0,0,1,1,1,1,1,1,3
415,0,5060G,2,MGM,3,3,2,3,2,3,1,,,,,,,,,,7
416,0,40G,2,MGM,2,3,3,4,2,1,1,2,2,2,1,2,0,2,2,2,6
417,0,40G,2,MGM,1,1,1,4,1,1,2,3,0,0,0,0,0,0,1,0,6
418,0,40G,2,MGM,3,3,2,4,2,3,1,2,2,0,2,3,2,1,1,0,0
419,1,40G,2,MGM,4~,3,2,4,2,3,1,2,2,0,2,3,2,1,1,0,2
420,0,5060G,2,MGM,1,4,1,4,2,1,1,0,3,3,3,2,3,1,1,2,9
421,0,40G,1,MGM,4~,1,1,3,1,5,1,2,0,2,3,3,0,1,1,1,5
422,0,5060G,2,MGM,1,3,2,3,2,1,2,2,1,1,1,0,2,3,3,1,6
423,0,5060G,2,MGM,1,4,2,5,1,1,1,1,2,2,2,2,2,2,2,2,2
424,0,5060G,2,MGM,2,3,3,3,2,6,1,1,1,1,2,2,2,1,1,2,6
425,0,5060G,2,MGM,1,1,2,6,2,1,2,1,2,2,3,3,3,2,2,2,3
426,1,5060G,2,Vender,0,1,2,3,2,1,2,1,3,2,3,3,3,3,3,3,8
427,1,40G,2,MGM,2,3,2,5,1,1,2,2,2,1,1,2,1,1,1,1,5
428,0,40G,2,MGM,0,1,1,7,4,3,2,2,1,0,1,2,1,0,0,1,9
429,1,5060G,2,MGM,4~,4,2,4,1,6,1,1,2,2,2,1,2,2,2,1,6
430,0,5060G,2,MGM,3,4,1,6,2,1,1,1,3,3,2,2,3,2,2,3,9
431,1,5060G,2,MGM,4~,3,2,5,1,1,2,2,3,2,2,2,3,3,3,2,5
432,0,5060G,2,MGM,2,3,2,4,1,6,1,1,2,2,2,2,2,3,2,2,8
433,0,5060G,2,MGM,4~,3,2,5,2,1,2,0,2,3,3,3,0,3,3,3,7
434,0,5060G,2,MGM,1,3,3,5,2,1,2,2,2,2,2,2,3,2,2,2,6
435,1,5060G,2,MGM,4~,4,2,4,3,6,1,2,1,0,1,1,3,1,1,0,9
436,1,40G,2,MGM,4~,1,1,5,2,1,2,2,1,0,0,0,2,0,0,1,9
437,0,40G,2,MGM,4~,3,2,3,2,1,1,2,3,1,2,1,3,3,2,3,9
438,0,5060G,2,MGM,1,3,2,3,4,3,1,1,1,1,2,2,2,3,3,1,7
439,1,5060G,2,MGM,2,4,2,4,2,6,2,0,3,3,3,3,3,3,3,3,5
440,0,40G,2,MGM,4~,4,2,5,2,1,1,2,2,0,1,1,2,2,2,1,4
441,0,5060G,2,MGM,3,4,1,3,4,5,2,2,1,2,2,2,2,1,1,2,7
442,0,40G,1,MGM,2,1,2,7,1,1,2,3,0,1,2,0,0,1,1,0,7
443,0,5060G,2,MGM,0,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,4
444,0,5060G,2,MGM,4~,3,2,4,1,4,1,0,3,3,2,2,3,2,2,2,9
445,0,5060G,2,MGM,4~,2,5,4,3,3,1,1,1,2,1,0,2,2,2,1,7
446,0,5060G,2,MGM,1,3,1,6,1,2,2,1,3,2,2,3,3,2,2,3,2
447,1,5060G,2,MGM,3,3,2,4,2,5,1,0,3,3,3,3,3,3,3,3,8
448,0,40G,2,MGM,2,1,2,4,1,1,2,2,1,1,1,3,1,3,2,1,8
449,1,40G,2,MGM,4~,2,2,4,2,1,2,2,3,0,1,1,2,1,1,0,9
450,0,40G,2,MGM,2,1,1,3,2,1,1,3,0,0,0,0,0,1,1,0,3
451,0,40G,2,MGM,2,3,2,6,2,5,1,3,1,0,1,2,1,0,1,0,8
452,0,5060G,2,MGM,4~,1,3,3,4,2,1,1,1,1,1,1,1,1,1,1,9
453,0,5060G,2,MGM,4~,1,2,4,1,1,2,2,2,0,2,1,3,1,1,1,7
454,1,5060G,2,MGM,3,4,1,5,1,1,2,0,3,3,3,3,3,3,3,3,9
455,1,40G,1,MGM,1,2,2,4,2,1,1,3,0,0,0,0,0,0,0,0,8
456,0,5060G,2,MGM,4~,4,2,6,1,6,1,1,1,1,2,1,2,0,1,1,8
457,0,40G,2,MGM,4~,1,1,4,1,1,2,2,1,1,2,2,1,2,2,2,8
458,0,5060G,2,MGM,3,3,1,4,2,1,2,2,1,1,1,1,2,1,1,1,4
459,1,40G,2,MGM,2,1,5,5,2,5,1,3,0,0,0,0,0,0,0,0,5
460,1,5060G,2,Vender,2,3,1,4,1,6,1,2,0,0,1,1,2,1,1,1,9
461,0,5060G,2,MGM,2,1,1,4,2,5,1,0,3,3,3,2,1,3,3,3,7
462,0,40G,1,MGM,4~,3,5,5,4,6,2,3,0,0,2,3,0,0,0,0,2
463,0,5060G,2,MGM,4~,3,2,4,2,1,1,0,2,2,2,2,2,3,3,1,7
464,0,5060G,2,MGM,0,4,1,5,1,6,1,0,3,3,2,1,3,3,3,3,7
465,0,5060G,2,MGM,4~,3,2,5,1,6,2,1,1,1,2,2,3,2,2,1,9
466,0,30G,2,MGM,3,3,3,4,1,5,1,2,3,1,0,1,0,2,2,2,8
467,0,40G,2,MGM,4~,2,2,7,2,1,2,2,0,0,1,1,0,1,1,1,4
468,0,5060G,2,MGM,3,1,1,3,2,1,2,2,1,0,1,0,3,0,1,0,8
469,0,5060G,2,MGM,4~,3,2,5,1,2,1,0,3,3,2,1,2,2,2,2,4
470,0,5060G,2,MGM,1,4,1,4,1,5,2,2,1,2,2,1,2,2,2,1,5
471,0,5060G,2,MGM,2,3,5,4,2,1,1,0,3,3,3,2,0,3,3,3,5
472,0,40G,1,MGM,3,1,2,5,3,1,1,,,,,,,,,,7
473,0,5060G,2,MGM,2,3,2,5,2,1,1,2,2,2,2,1,3,2,2,2,1
474,0,5060G,2,MGM,4~,1,1,5,4,1,2,2,1,2,2,2,2,1,1,2,7
475,0,5060G,2,MGM,2,1,1,6,2,6,2,2,0,0,1,0,1,0,0,0,5
476,0,40G,2,MGM,2,3,3,6,1,6,2,2,1,0,0,0,2,1,1,0,3
477,1,5060G,2,MGM,3,4,1,5,2,6,1,1,1,1,0,0,1,3,2,1,5
478,0,5060G,2,MGM,2,1,4,4,3,5,2,0,3,3,3,3,3,3,3,3,9
479,0,5060G,2,MGM,2,3,1,4,2,1,1,1,1,2,2,1,3,1,1,2,3
480,0,5060G,2,MGM,4~,3,1,7,2,6,2,2,2,2,2,2,3,3,2,2,1
481,1,5060G,2,MGM,1,1,3,6,1,6,2,1,1,2,2,1,2,2,2,2,9
482,1,40G,2,MGM,3,3,1,3,2,2,2,2,3,2,2,3,2,3,2,2,7
483,0,5060G,2,MGM,2,1,2,3,1,4,2,0,2,3,2,3,3,3,3,3,9
484,0,5060G,2,MGM,1,4,3,5,3,6,1,1,1,2,2,1,2,2,2,2,7
485,0,40G,2,MGM,1,3,2,4,4,2,2,2,1,1,1,1,3,2,2,2,6
486,0,5060G,2,MGM,4~,3,3,4,1,3,1,1,1,2,1,1,2,2,2,1,7
487,1,40G,2,MGM,4~,3,2,4,2,4,1,1,1,0,0,1,2,1,1,0,5
488,0,5060G,2,MGM,3,3,2,5,1,1,2,2,0,1,0,0,1,3,2,1,3
489,1,30G,1,MGM,4~,3,3,7,2,1,2,3,0,1,0,0,0,0,0,1,6
490,1,5060G,2,MGM,0,4,2,4,3,4,1,2,0,0,0,0,2,0,0,0,7
491,0,5060G,2,MGM,2,2,1,5,2,1,1,1,1,1,1,1,3,3,3,1,5
492,1,5060G,2,MGM,1,3,1,5,2,6,1,1,1,1,2,1,3,3,3,3,9
493,0,40G,2,MGM,2,3,2,7,1,3,1,2,1,0,2,3,1,2,2,1,6
494,0,40G,2,MGM,2,3,3,5,1,6,2,3,1,0,0,1,1,0,1,1,6
495,1,5060G,2,MGM,4~,3,2,5,2,5,1,0,3,3,3,3,3,3,3,3,9
496,0,5060G,2,MGM,2,1,2,3,2,6,1,2,2,2,2,1,3,1,2,1,9
497,0,5060G,2,MGM,3,3,2,4,1,6,1,1,2,2,2,2,2,1,1,2,8
498,0,5060G,2,MGM,3,3,2,6,2,1,1,1,1,2,1,1,3,0,0,1,2
499,0,40G,2,MGM,2,1,2,7,2,1,1,0,2,3,2,3,0,3,3,3,5
500,0,5060G,2,MGM,4~,1,3,2,2,1,2,1,1,2,2,0,2,3,2,3,9
501,0,5060G,2,MGM,2,3,2,4,4,1,1,1,2,3,2,2,2,3,2,3,6
502,0,40G,2,MGM,1,1,2,7,3,5,1,1,2,2,2,2,0,3,3,2,5
503,0,30G,1,MGM,4~,2,3,3,1,3,1,2,2,3,0,1,0,2,2,3,3
504,0,30G,2,MGM,3,1,2,6,2,1,2,2,3,1,0,0,1,3,3,2,6
505,1,40G,2,MGM,4~,2,2,4,1,1,1,2,1,0,0,0,2,0,1,2,9
506,0,40G,2,MGM,0,1,2,4,1,1,2,2,1,0,0,0,3,0,0,0,1
507,1,5060G,2,MGM,1,2,2,5,2,6,1,0,3,3,3,2,3,3,3,3,9
508,0,5060G,2,MGM,4~,4,2,4,1,5,2,0,3,3,3,3,3,3,3,3,9
509,0,5060G,2,MGM,2,3,1,5,2,3,1,1,0,0,0,0,2,0,0,0,1
510,0,5060G,2,MGM,0,3,3,5,1,6,2,0,1,3,3,3,0,3,3,2,8
511,0,5060G,2,MGM,1,3,2,4,3,1,1,2,3,2,3,2,3,3,3,3,9
512,0,5060G,2,MGM,3,4,1,5,2,1,2,2,1,1,2,1,2,1,1,1,2
513,0,5060G,2,MGM,1,1,2,3,1,1,2,1,1,1,1,1,3,1,1,1,7
514,1,5060G,2,MGM,1,2,5,3,1,6,1,1,1,0,2,2,2,1,1,0,8
515,0,5060G,2,MGM,2,1,5,5,3,6,2,0,3,3,3,3,3,3,3,3,9
516,0,5060G,2,MGM,3,3,1,5,1,5,1,0,3,3,3,3,2,3,3,3,5
517,0,40G,1,MGM,4~,1,1,5,2,6,2,3,0,0,1,1,0,0,1,0,7
518,1,40G,2,MGM,2,1,5,4,3,6,2,2,3,2,2,2,2,3,3,3,9
519,1,40G,1,MGM,1,1,1,5,2,1,1,3,0,0,0,0,0,0,0,0,9
520,1,5060G,2,MGM,3,4,2,3,3,1,2,1,3,3,2,2,3,3,3,3,7
521,0,40G,2,MGM,0,2,1,4,4,1,1,2,2,1,2,1,1,0,0,1,9
522,0,5060G,2,MGM,2,4,2,5,1,1,1,2,1,1,1,0,2,1,1,1,3
523,0,40G,1,MGM,1,3,1,5,1,1,2,3,0,1,0,2,0,2,2,2,7
524,0,40G,2,MGM,1,3,2,6,1,3,2,2,2,0,2,2,1,0,0,0,7
525,0,5060G,2,MGM,3,3,1,6,1,1,2,1,1,1,2,2,3,2,2,1,8
526,0,40G,2,MGM,2,4,1,5,2,1,2,2,0,0,0,0,0,0,0,0,9
527,1,5060G,2,MGM,2,3,3,5,2,1,2,2,0,2,0,1,2,0,0,1,9
528,0,5060G,2,MGM,3,4,1,4,2,1,2,0,3,3,3,1,2,2,2,3,8
529,0,5060G,2,MGM,2,1,1,3,1,6,2,1,3,2,2,3,3,2,2,3,6
530,0,5060G,2,MGM,4~,3,2,5,2,1,2,1,1,1,1,0,1,2,2,0,8
531,0,5060G,2,MGM,2,4,1,5,2,1,2,1,2,2,2,3,1,2,2,2,5
532,0,30G,1,MGM,2,1,2,6,2,6,2,0,1,2,0,0,0,0,0,2,6
533,0,5060G,2,MGM,1,1,2,4,1,6,2,1,3,2,2,2,3,3,3,3,6
534,0,5060G,2,MGM,3,4,2,1,4,1,2,0,3,3,3,2,3,3,3,2,2
535,0,30G,1,MGM,2,4,3,4,4,1,2,3,0,0,0,1,0,0,0,0,9
536,0,40G,2,MGM,4~,1,5,4,3,2,2,3,1,0,1,1,1,0,0,0,9
537,0,40G,2,MGM,4~,3,1,5,2,1,2,3,0,0,0,0,0,0,0,0,8
538,0,5060G,2,MGM,3,3,2,4,2,1,1,,,,,,,,,,7
539,0,5060G,2,MGM,2,3,3,4,2,3,1,0,3,3,3,3,3,2,2,3,9
540,0,5060G,1,MGM,2,3,2,4,1,1,2,1,0,3,2,0,0,0,0,1,8
541,0,40G,2,MGM,3,1,3,4,1,6,1,2,0,0,0,1,0,0,1,1,8
542,0,5060G,2,MGM,3,2,5,1,1,6,2,1,2,3,2,2,2,2,2,2,6
543,0,40G,2,MGM,1,1,1,4,3,1,1,0,3,3,3,3,0,1,1,3,6
544,1,40G,2,MGM,1,2,5,1,1,6,2,2,2,2,1,3,2,3,3,2,6
545,0,5060G,2,MGM,3,4,4,4,1,1,2,1,1,1,2,2,3,1,1,2,6
546,0,5060G,2,MGM,1,3,3,3,2,1,1,0,2,3,2,3,2,2,2,3,8
547,1,5060G,2,MGM,3,3,1,5,3,1,2,2,2,0,2,1,3,1,1,1,5
548,0,40G,2,MGM,1,1,3,4,2,5,2,2,0,0,1,1,1,0,0,0,9
549,0,5060G,1,MGM,3,1,2,5,2,5,1,3,0,2,2,1,0,0,1,1,6
550,0,40G,2,MGM,2,4,1,5,2,1,1,3,0,0,0,0,1,1,1,1,1
551,0,40G,2,MGM,4~,3,2,7,1,6,2,2,0,0,0,1,2,0,1,0,8
552,1,5060G,2,MGM,4~,4,2,5,3,6,1,0,3,3,3,3,3,3,3,3,7
553,0,5060G,2,MGM,2,3,2,4,2,1,2,1,3,3,3,3,3,3,3,3,0
554,0,5060G,2,MGM,2,3,1,5,1,6,2,1,3,2,3,2,1,0,0,3,4
555,0,5060G,2,MGM,3,4,1,4,2,1,1,1,2,3,3,3,3,0,0,2,6
556,0,5060G,2,MGM,4~,3,2,5,2,5,1,1,1,1,1,0,1,0,0,0,5
557,0,5060G,2,MGM,3,1,2,4,2,6,1,1,1,1,1,0,2,2,2,0,8
558,0,5060G,2,MGM,2,1,2,3,1,4,1,1,3,2,3,3,3,2,2,2,4
559,0,40G,2,MGM,1,3,3,5,1,1,2,1,3,2,2,3,2,3,2,1,6
560,0,5060G,2,MGM,4~,3,3,4,2,1,1,1,3,3,3,1,3,3,3,3,1
561,0,40G,2,MGM,2,4,1,5,2,1,1,1,2,3,2,3,0,3,3,3,1
562,0,40G,2,MGM,3,2,2,7,2,6,1,2,2,2,2,2,1,3,3,3,7
563,0,40G,1,MGM,2,1,3,5,1,3,2,3,0,0,0,0,0,0,0,0,8
564,0,5060G,2,MGM,4~,1,2,3,1,6,1,1,3,2,3,3,3,3,3,3,6
565,0,5060G,2,MGM,2,3,2,5,1,1,1,1,2,1,3,3,3,1,1,3,4
566,0,40G,2,MGM,2,1,5,4,2,6,2,1,3,2,1,3,3,1,1,3,8
567,0,40G,1,MGM,4~,4,2,5,3,1,2,1,0,3,3,3,0,0,0,3,2
568,0,40G,1,MGM,2,4,2,6,1,1,1,3,0,1,0,2,0,0,1,1,3
